ID,商家名稱,省,地址,商家類型,設備類型,累計租借數,累計歸還數,入駐時間,点位,経度,緯度,週一營業時間,週二營業時間,週三營業時間,週四營業時間,週五營業時間,週六營業時間,週日營業時間,新商家類型(python 字典)(子榕),離捷運/火車站距離(抓api爬下來)(恩嘉),是否內用(有就當賺到),座位數(有就當賺到),"google, fb 評價(爬蟲)(恩嘉)",loc,mrt,mrt 中文,time
42706,吉野家(三重正義店),新北市,新北市三重區正義北路105號,餐飲美食,3.0 Android 横屏5口,107,111,2020/12/3 15:11,显示,121.49706,25.065588,"05:00:00,04:00:00","05:00:00,04:00:00","05:00:00,04:00:00","05:00:00,04:00:00","05:00:00,04:00:00","05:00:00,04:00:00","05:00:00,04:00:00",,,,,3.9,"(25.065588, 121.49706)",,,
27198,胖老爹美式炸雞(三重台北橋店),新北市,新北市三重區文化南路33號,餐飲美食,3.0 Android 横屏5口,188,287,2020/11/30 15:08,显示,121.5000576,25.0616629,"12:00:00,23:59:00","12:00:00,23:59:00","12:00:00,23:59:00","12:00:00,23:59:00","12:00:00,23:59:00","12:00:00,23:59:00","12:00:00,23:59:00",,,,,3.7,"(25.061662899999998, 121.50005759999999)",,,
39951,筑園早午餐下午茶,新北市,新北市蘆洲區九芎街71巷4號,餐飲美食,3.0 Android 横屏5口,8,10,2020/11/26 17:00,显示,121.4666209,25.0787673,"05:00:00,21:00:00","05:00:00,21:00:00","05:00:00,21:00:00","05:00:00,21:00:00","05:00:00,21:00:00","05:00:00,21:00:00","05:00:00,21:00:00",,,,,3.9,"(25.07876730000001, 121.46662090000001)",,,
39953,義米蘭Pizza&Pasta(淡水店),,新北市淡水區義山路二段303號2樓(美麗新廣場淡海館2樓義米蘭),餐飲美食,,2,4,2020/11/26 16:58,显示,121.4385666,25.1992256,"11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00",,,,,3.8,"(25.199225600000002, 121.4385666)",,,
39954,J6韓食創意餐館,,新北市淡水區義山路二段303號2樓(美麗新廣場淡海館2樓J6韓食),餐飲美食,,11,10,2020/11/26 16:58,显示,121.4385666,25.1992256,"12:00:00,21:00:00","12:00:00,21:00:00","12:00:00,21:00:00","12:00:00,21:00:00","12:00:00,21:00:00","12:00:00,21:00:00","12:00:00,21:00:00",,,,,2.3,"(25.199225600000002, 121.4385666)",,,
39942,合風食堂&上麵,新北市,新北市淡水區水源街二段110號,餐飲美食,3.0 Android 横屏5口,19,29,2020/11/26 10:24,显示,121.4525314,25.1744124,"11:00:00,23:30:00","11:00:00,23:30:00","11:00:00,23:30:00","11:00:00,23:30:00","11:00:00,23:30:00","11:00:00,23:30:00","11:00:00,23:30:00",,,,,4.6,"(25.174412399999998, 121.4525314)",,,
39952,玖牛餓虎和牛滷肉飯(淡江店),新北市,新北市淡水區水源街二段116號,餐飲美食,,5,4,2020/11/26 10:23,显示,121.4527487,25.1743846,"12:30:00,22:00:00","12:30:00,22:00:00","12:30:00,22:00:00","12:30:00,22:00:00","12:30:00,22:00:00","12:30:00,22:00:00","12:30:00,22:00:00",,,,,3.6,"(25.174384600000003, 121.4527487)",,,
39949,綠洲 Oasis Chillax Bar,新北市,新北市淡水區學府路161號1樓,餐飲美食,3.0 Android 横屏5口,22,22,2020/11/26 10:21,显示,121.4460004,25.1743316,"19:30:00,23:59:00","19:30:00,23:59:00","19:30:00,23:59:00","19:30:00,23:59:00","19:30:00,23:59:00","19:30:00,23:59:00","19:30:00,23:59:00",,,,,5,"(25.174331600000002, 121.4460004)",,,
39941,Bar Salix 仨 in RC,新北市,新北市淡水區中正路233-2號3樓,餐飲美食,3.0 Android 横屏5口,84,76,2020/11/26 10:17,显示,121.4356434,25.1731043,"17:00:00,01:00:00","17:00:00,01:00:00","17:00:00,01:00:00","17:00:00,01:00:00","17:00:00,01:00:00","17:00:00,01:00:00","17:00:00,01:00:00",,,,,4.5,"(25.173104300000002, 121.43564340000002)",,,
41496,美衣潔智能自助洗衣(泰山明志店),新北市,新北市泰山區明志路二段232巷3號,生活服務,3.0 Android 横屏5口,70,70,2020/11/21 15:32,显示,121.4266177,25.0489266,"00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00",,,,,5,"(25.0489266, 121.42661770000001)",,,
41497,茶聚i-partea(五股成泰店),新北市,新北市五股區成泰路二段134號,餐飲美食,3.0 Android 横屏5口,43,45,2020/11/20 10:12,显示,121.4381081,25.0836741,"10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00",,,,,4.4,"(25.0836741, 121.4381081)",,,
39950,富久寶石銀樓(中央店),新北市,新北市三重區中央北路106號,賣場與商店,3.0 Android 横屏5口,21,30,2020/11/19 16:10,显示,121.499929,25.0672388,"16:00:00,23:59:00","16:00:00,23:59:00","16:00:00,23:59:00","16:00:00,23:59:00","16:00:00,23:59:00","16:00:00,23:59:00","09:00:00,23:59:00",,,,,4.6,"(25.067238800000002, 121.49992900000001)",,,
42012,全家便利商店(板橋金鑽店),新北市,新北市板橋區成和里金門街29號,賣場與商店,,2,2,2020/11/18 18:01,显示,121.4335162,24.9941377,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2.7,"(24.9941377, 121.4335162)",,,
15265,迷客夏Milkshop 汐止店,新北市,新北市汐止區忠孝東路224號,餐飲美食,3.0 Android 横屏5口,99,119,2020/11/14 11:56,显示,121.662337,25.0666069,"10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00",,,,,3.6,"(25.0666069, 121.66233700000001)",,,
15259,迷客夏Milkshop 林口店,新北市,新北市林口區中正路85號,餐飲美食,3.0 Android 横屏5口,40,43,2020/11/13 16:42,显示,121.3946189,25.0772752,"09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00",,,,,3.3,"(25.0772752, 121.3946189)",,,
15367,迷客夏Milkshop 南新莊店,新北市,新北市新莊區八德街86號,餐飲美食,3.0 Android 横屏5口,22,26,2020/11/13 15:56,显示,121.4243825,25.0217911,"10:00:00,21:30:00","10:00:00,21:30:00","10:00:00,21:30:00","10:00:00,21:30:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00",,,,,4,"(25.0217911, 121.4243825)",,,
39717,全家便利商店(永和文化店),新北市,新北市永和區文化路18號,賣場與商店,3.0 Android 横屏5口,188,256,2020/11/11 12:56,显示,121.5153511,25.015153,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.2,"(25.015153, 121.51535109999999)",,,
8753,紅玉滿赤心雞蛋糕 宏匯廣場,新北市,新北市新莊區新北大道四段3號B2,餐飲美食,3.0 Android 横屏5口,201,208,2020/11/11 11:34,显示,121.4485855,25.0599407,"11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00",,,,,3.8,"(25.059940700000002, 121.4485855)",,,
38257,舒油頭(新莊中和店),,新北市新莊區中和街157號,餐飲美食,3.0 Android 横屏5口,18,20,2020/11/4 17:01,显示,121.4472241,25.0498632,"11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00",,,,,3.5,"(25.049863199999997, 121.44722409999999)",,,
38255,人魚小舖,新北市,新北市石門區德茂里下員坑15號,賣場與商店,3.0 Android 横屏5口,1,1,2020/10/28 18:06,显示,121.521283,25.27841,"10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00",,,,,2.5,"(25.27841, 121.52128300000001)",,,
39012,PowerFix汐止手機快速維修中心,,新北市汐止區大同路二段430號,生活服務,,9,6,2020/10/26 17:54,显示,121.6591331,25.0670672,"12:00:00,21:00:00","12:00:00,21:00:00","12:00:00,21:00:00","12:00:00,21:00:00","12:00:00,21:00:00","11:00:00,20:00:00","11:00:00,20:00:00",,,,,5,"(25.0670672, 121.6591331)",,,
39005,朝露碳烤吐司,新北市,新北市板橋區篤行路二段142號,餐飲美食,3.0 Android 横屏5口,23,28,2020/10/25 15:30,显示,121.429626,24.988389,"06:00:00,23:00:00","06:00:00,23:00:00","06:00:00,23:00:00","06:00:00,23:00:00","06:00:00,23:00:00","06:00:00,23:00:00","06:00:00,23:00:00",,,,,4.2,"(24.988389, 121.429626)",,,
38040,人魚空間彩虹館,新北市,新北市石門區德茂里下員坑16號,餐飲美食,3.0 Android 横屏5口,4,4,2020/10/19 14:40,显示,121.5105017,25.2844847,"10:30:00,20:00:00","10:30:00,20:00:00","10:30:00,20:00:00","10:30:00,20:00:00","10:30:00,20:00:00","10:30:00,20:00:00","10:30:00,20:00:00",,,,,3.9,"(25.284484699999997, 121.5105017)",,,
38013,全家便利商店(淡水淡海店),新北市,新北市淡水區中正路一段62巷2號,賣場與商店,3.0 Android 横屏5口,84,92,2020/10/13 16:48,显示,121.4257915,25.1772435,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.6,"(25.1772435, 121.4257915)",,,
38015,全家便利商店(淡水海都店),新北市,新北市淡水區新市五路三段312號,賣場與商店,3.0 Android 横屏5口,120,150,2020/10/13 15:13,显示,121.4375323,25.1970763,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.5,"(25.1970763, 121.43753229999999)",,,
38014,全家便利商店(淡水新頂店),新北市,新北市淡水區新市五路二段3號1樓,賣場與商店,3.0 Android 横屏5口,37,57,2020/10/13 14:42,显示,121.4291134,25.2000148,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4.3,"(25.2000148, 121.4291134)",,,
38011,全家便利商店(淡水學城店),新北市,新北市淡水區北新路182巷21弄1-1號,賣場與商店,3.0 Android 横屏5口,448,488,2020/10/13 12:51,显示,121.4492155,25.1774268,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.3,"(25.17742680000001, 121.44921550000001)",,,
38009,全家便利商店(淡水捷運站店),新北市,新北市淡水區中正路1號(淡水站5號販賣店),賣場與商店,3.0 Android 横屏5口,681,697,2020/10/13 12:21,显示,121.4327391,25.1748783,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3,"(25.1748783, 121.43273909999998)",,,
37997,吉野家(淡水店),新北市,新北市淡水區中山路16號,餐飲美食,3.0 Android 横屏5口,248,279,2020/10/7 12:45,显示,121.4447148,25.1694729,"05:00:00,04:00:00","05:00:00,04:00:00","05:00:00,04:00:00","05:00:00,04:00:00","05:00:00,04:00:00","05:00:00,04:00:00","05:00:00,04:00:00",,,,,3.6,"(25.1694729, 121.4447148)",,,
37608,美衣潔智能自助洗衣(三峽大同店),新北市,新北市三峽區大同路147巷2號,生活服務,3.0 Android 横屏5口,20,29,2020/9/30 9:55,显示,121.3710977,24.9267616,"00:01:00,22:59:00","00:01:00,22:59:00","00:01:00,22:59:00","00:01:00,22:59:00","00:01:00,22:59:00","00:01:00,22:59:00","00:01:00,22:59:00",,,,,5,"(24.92676160000001, 121.37109769999999)",,,
38004,吉野家(汐止新台店),新北市,新北市汐止區新台五路一段137號,餐飲美食,3.0 Android 横屏5口,40,57,2020/9/26 18:52,显示,121.65869,25.064261,"10:00:00,02:00:00","10:00:00,02:00:00","10:00:00,02:00:00","10:00:00,02:00:00","10:00:00,02:00:00","10:00:00,02:00:00","10:00:00,02:00:00",,,,,3.4,"(25.064261, 121.65868999999999)",,,
36511,對味生活 right way life,新北市,新北市三芝區中興街二段24號,餐飲美食,3.0 Android 横屏5口,16,18,2020/9/21 11:52,显示,121.4988852,25.2559588,"08:00:00,23:00:00","08:00:00,23:00:00","08:00:00,23:00:00","08:00:00,23:00:00","08:00:00,23:00:00","08:00:00,23:00:00","08:00:00,23:00:00",,,,,4.3,"(25.255958800000002, 121.49888519999999)",,,
36645,全家便利商店(新店城泰店),新北市,新北市新店區安康路三段311號1樓,賣場與商店,3.0 Android 横屏5口,52,99,2020/9/17 14:01,显示,121.485715,24.9513949,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4.1,"(24.9513949, 121.48571499999998)",,,
36646,全家便利商店(新店康橋店),新北市,新北市新店區安康路三段738號,賣場與商店,3.0 Android 横屏5口,60,84,2020/9/17 13:26,显示,121.4738281,24.9420111,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4.3,"(24.942011100000002, 121.47382809999999)",,,
31193,悲情城市-小上海茶飯館,新北市,新北市瑞芳區豎崎路35號,餐飲美食,,14,14,2020/9/12 14:57,显示,121.8432526,25.1096557,"09:00:00,19:00:00","09:00:00,19:00:00","09:00:00,19:00:00","09:00:00,19:00:00","09:00:00,19:00:00","09:00:00,19:00:00","09:00:00,19:00:00",,,,,2.7,"(25.1096557, 121.84325259999999)",,,
36315,日不落選物販賣(中和員山店),新北市,新北市中和區員山路251號,賣場與商店,3.0 Android 横屏5口,43,70,2020/9/10 14:55,显示,121.4811917,24.9987989,"00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00",,,,,4.1,"(24.998798899999997, 121.48119170000001)",,,
31391,極北懶熊咖啡廳,新北市,新北市石門區老崩山6-5號,餐飲美食,3.0 Android 横屏5口,16,10,2020/9/6 15:33,显示,121.551808,25.290945,"11:00:00,19:00:00","11:00:00,19:00:00","11:00:00,19:00:00","11:00:00,19:00:00","11:00:00,19:00:00","11:00:00,20:30:00","11:00:00,20:30:00",,,,,4.2,"(25.290945, 121.55180800000001)",,,
34256,神隱國度民宿 Twilighthouse,新北市,新北市瑞芳區崙頂路90號,旅館住宿,3.0 Android 横屏5口,17,8,2020/9/1 14:07,显示,121.844752,25.106928,"00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00",,,,,4.8,"(25.106928, 121.844752)",,,
34257,Tipo,新北市,新北市淡水區文化路59巷5號,旅館住宿,,4,4,2020/9/1 13:06,显示,121.4385924,25.1726629,"00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00","00:01:00,23:59:00",,,,,4.5,"(25.1726629, 121.4385924)",,,
36051,家樂福(淡新店),新北市,新北市淡水區中山北路二段383號,賣場與商店,3.0 Android 竖屏20口,235,255,2020/8/31 10:25,显示,121.443958,25.188073,"09:00:00,23:00:00","09:00:00,23:00:00","09:00:00,23:00:00","09:00:00,23:00:00","09:00:00,23:00:00","09:00:00,23:00:00","09:00:00,23:00:00",,,,,4.2,"(25.18807300000001, 121.44395800000001)",,,
31392,小馬貝菈-Ezi森活,新北市,新北市三芝區大坑2號,餐飲美食,3.0 Android 横屏5口,4,3,2020/8/14 18:12,显示,121.5105609,25.2681062,"10:00:00,20:00:00","10:00:00,20:00:00","10:00:00,20:00:00","10:00:00,20:00:00","10:00:00,20:00:00","10:00:00,20:00:00","10:00:00,20:00:00",,,,,4.1,"(25.268106200000002, 121.51056090000002)",,,
31387,伊莉莎海灘咖啡館,新北市,新北市石門區德茂里下員坑15-17號,餐飲美食,3.0 Android 横屏5口,20,15,2020/8/14 18:09,显示,121.519115,25.283196,"11:00:00,19:00:00","11:00:00,19:00:00","11:00:00,19:00:00","11:00:00,19:00:00","11:00:00,19:00:00","11:00:00,21:00:00","11:00:00,21:00:00",,,,,3.5,"(25.283196, 121.51911499999999)",,,
31388,Moon Bar,,新北市石門區德茂里下原坑15-17號,餐飲美食,,11,10,2020/8/14 17:55,不显示,121.519115,25.283196,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4,"(25.283196, 121.51911499999999)",,,
31195,亞米小鎮(八里店),新北市,新北市八里區觀海大道29號,餐飲美食,3.0 Android 横屏5口,10,9,2020/8/13 17:47,显示,121.4300344,25.1608457,"11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00",,,,,3.9,"(25.1608457, 121.43003440000001)",,,
31017,ELSA CAFE,新北市,新北市三峽區國際一街72號,餐飲美食,3.0 Android 横屏5口,26,32,2020/8/13 16:07,显示,121.37101,24.941582,"13:30:00,19:00:00","13:30:00,19:00:00","13:30:00,19:00:00","13:30:00,19:00:00","13:30:00,17:30:00","12:00:00,19:00:00","12:00:00,19:00:00",,,,,4.5,"(24.941582, 121.37101000000001)",,,
33074,鹿兒咖啡生活館,,新北市新莊區新泰路305巷5號（金色米蘭）,餐飲美食,,1,1,2020/8/12 22:16,显示,121.4453033,25.0409218,"11:00:00,02:00:00","11:00:00,02:00:00","11:00:00,02:00:00","11:00:00,02:00:00","11:00:00,02:00:00","11:00:00,02:00:00","11:00:00,02:00:00",,,,,4.3,"(25.0409218, 121.4453033)",,,
31191,芋仔蕃薯茶坊,新北市,新北市瑞芳區市下巷18號,餐飲美食,3.0 Android 横屏5口,6,4,2020/8/10 17:36,显示,121.8436139,25.10865,"09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00",,,,,3.9,"(25.10865, 121.8436139)",,,
30590,比時地Big Steve's 美式漢堡(三峽店),新北市,新北市三峽區學成路323號,餐飲美食,,25,32,2020/8/7 15:52,不显示,121.37695,24.944775,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4.4,"(24.944775, 121.37695)",,,
32060,Aries Pasta,新北市,新北市中和區中山路三段114巷71號,餐飲美食,,10,9,2020/8/7 15:41,显示,121.4759899,25.0079072,"11:30:00,21:00:00","11:30:00,21:00:00","11:30:00,21:00:00","11:30:00,21:00:00","11:30:00,21:00:00","11:30:00,19:30:00","11:30:00,19:30:00",,,,,4.5,"(25.0079072, 121.4759899)",,,
17893,厚道飲食店(鶯歌總店),新北市,新北市鶯歌區尖山埔路79號,餐飲美食,3.0 Android 横屏5口,57,55,2020/8/6 11:17,显示,121.3477784,24.9509142,"11:00:00,19:30:00","11:00:00,19:30:00","11:00:00,19:30:00","11:00:00,19:30:00","11:00:00,19:30:00","11:00:00,19:30:00","11:00:00,19:30:00",,,,,4,"(24.9509142, 121.3477784)",,,
32231,癮客股份有限公司,新北市,新北市林口區仁愛路2段235號-5,餐飲美食,,1,1,2020/8/6 10:36,显示,121.375283,25.076044,"11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00",,,,,4.3,"(25.076044, 121.37528300000001)",,,
31194,MYBURGER 買堡,新北市,新北市八里區觀海大道57號,餐飲美食,3.0 Android 横屏5口,34,30,2020/8/4 15:44,显示,121.4300344,25.1608457,"11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00",,,,,3.6,"(25.1608457, 121.43003440000001)",,,
30270,酉時暮光,新北市,新北市瑞芳區輕便路61號,餐飲美食,3.0 Android 横屏5口,6,6,2020/8/3 16:41,显示,121.8450036,25.1102347,"11:00:00,20:00:00","11:00:00,20:00:00","11:00:00,20:00:00","11:00:00,20:00:00","11:00:00,20:00:00","11:00:00,20:00:00","11:00:00,20:00:00",,,,,4.8,"(25.1102347, 121.84500359999998)",,,
31242,水豚飲君子-新莊民安店,新北市,新北市新莊區民安西路206號1樓,餐飲美食,,13,21,2020/8/1 14:51,显示,121.4261367,25.0149736,"11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00",,,,,3.7,"(25.0149736, 121.42613670000001)",,,
31146,淳品精緻咖啡,新北市,新北市汐止區忠孝東路258巷2號,餐飲美食,3.0 Android 横屏5口,36,45,2020/7/31 13:41,显示,121.6632154,25.0675166,"11:00:00,23:00:00","11:00:00,23:00:00","11:00:00,23:00:00","11:00:00,23:00:00","11:00:00,23:00:00","11:00:00,23:00:00","11:00:00,23:00:00",,,,,4.3,"(25.0675166, 121.66321540000001)",,,
30215,極之八丼,新北市,新北市三重區中正北路176巷27號,餐飲美食,3.0 Android 横屏5口,23,25,2020/7/24 13:24,显示,121.482599,25.0660616,"11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:30:00",,,,,4.2,"(25.0660616, 121.482599)",,,
14989,迷客夏Milkshop 土城店,新北市,新北市土城區延和路101號,餐飲美食,3.0 Android 横屏5口,155,223,2020/7/22 18:09,显示,121.467515,24.99026,"09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00",,,,,3.4,"(24.99026, 121.46751499999999)",,,
30575,金色小棧民宿,新北市,新北市瑞芳區中正路22-2號,旅館住宿,3.0 Android 横屏5口,19,13,2020/7/21 20:02,显示,121.8083087,25.1073554,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4.4,"(25.107355399999996, 121.80830870000001)",,,
30589,Louisa Coffee 路易莎咖啡(樹林興仁花園店),新北市,新北市樹林區保安街二段70號,餐飲美食,3.0 Android 横屏5口,90,103,2020/7/21 9:37,显示,121.4154278,25.0031642,"06:30:00,21:00:00","06:30:00,21:00:00","06:30:00,21:00:00","06:30:00,21:00:00","06:30:00,22:00:00","07:00:00,22:00:00","07:00:00,22:00:00",,,,,4,"(25.0031642, 121.41542779999999)",,,
30275,海角一樂園 景觀餐廳 美式碳烤牛排,新北市,新北市石門區別墅23號,餐飲美食,3.0 Android 横屏5口,14,9,2020/7/20 18:15,显示,121.509558,25.27764,"11:30:00,20:30:00","11:30:00,20:30:00","11:30:00,20:30:00","11:30:00,20:30:00","11:30:00,20:30:00","11:30:00,21:00:00","11:30:00,21:00:00",,,,,4.3,"(25.277639999999998, 121.50955800000001)",,,
31192,九份星塵景觀餐廳,新北市,新北市瑞芳區坑尾巷37之1號,餐飲美食,,1,1,2020/7/20 0:36,显示,121.8442012,25.1111346,"10:30:00,21:00:00","10:30:00,21:00:00","10:30:00,21:00:00","10:30:00,21:00:00","10:30:00,21:00:00","10:30:00,21:00:00","10:30:00,21:00:00",,,,,4.8,"(25.111134600000003, 121.84420120000001)",,,
30578,瑞芳小鎮咖啡,新北市,新北市瑞芳區瑞芳街45號,餐飲美食,3.0 Android 横屏5口,56,46,2020/7/18 16:48,显示,121.8065547,25.1095416,"10:00:00,18:00:00","10:00:00,18:00:00","10:00:00,18:00:00","10:00:00,18:00:00","10:00:00,18:00:00","10:00:00,18:00:00","10:00:00,18:00:00",,,,,4.5,"(25.109541600000004, 121.8065547)",,,
30508,M Bar&House,新北市,新北市瑞芳區輕便路280號,餐飲美食,3.0 Android 横屏5口,21,22,2020/7/17 17:52,显示,121.8442226,25.109257,"17:00:00,22:00:00","17:00:00,22:00:00","17:00:00,22:00:00","17:00:00,22:00:00","17:00:00,00:00:00","17:00:00,00:00:00","17:00:00,22:00:00",,,,,4.7,"(25.109257, 121.84422260000001)",,,
30586,Louisa Coffee 路易莎咖啡(三峽國際店),新北市,新北市三峽區國際一街1號1樓,餐飲美食,3.0 Android 横屏5口,211,223,2020/7/17 15:39,显示,121.3748007,24.9432749,"07:00:00,21:00:00","07:00:00,21:00:00","07:00:00,21:00:00","07:00:00,21:00:00","07:00:00,21:00:00","07:00:00,21:00:00","07:00:00,21:00:00",,,,,4,"(24.9432749, 121.3748007)",,,
30588,Louisa Coffee 路易莎咖啡(三峽復興店),新北市,新北市三峽區復興路11號,餐飲美食,3.0 Android 横屏5口,72,68,2020/7/17 14:55,显示,121.374199,24.9359969,"07:00:00,21:00:00","07:00:00,21:00:00","07:00:00,21:00:00","07:00:00,21:00:00","07:00:00,21:00:00","07:00:00,21:00:00","07:00:00,21:00:00",,,,,3.8,"(24.9359969, 121.374199)",,,
30587,Louisa Coffee 路易莎咖啡(三峽學成店),新北市,新北市三峽區學成路325號,餐飲美食,3.0 Android 横屏5口,121,133,2020/7/17 14:55,显示,121.3769794,24.944672,"07:00:00,21:00:00","07:00:00,21:00:00","07:00:00,21:00:00","07:00:00,21:00:00","07:00:00,21:00:00","07:00:00,21:00:00","07:00:00,21:00:00",,,,,4,"(24.944672, 121.3769794)",,,
30573,鷄郎隊(瑞芳店),新北市,新北市瑞芳區明燈路三段102號1樓,餐飲美食,3.0 Android 横屏5口,47,41,2020/7/17 13:24,显示,121.80537,25.108426,"11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00",,,,,3.5,"(25.108426, 121.80537)",,,
41965,全家便利商店(天山店),臺北市,台北市士林區天母東路69巷11之9號,賣場與商店,3.0 Android 横屏5口,59,65,2020/11/21 15:05,显示,121.533834,25.119458,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.7,"(25.119457999999998, 121.53383400000001)",,,
41970,全家便利商店(新格致店),臺北市,台北市士林區格致路53號,賣場與商店,3.0 Android 横屏5口,182,182,2020/11/21 14:37,显示,121.5464251,25.1377253,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4.1,"(25.1377253, 121.5464251)",,,
